# 행정동 표준 코드 매핑 (서울특별시 25구 전체)
# 출처: jumin.mois.go.kr/statMonth.do (10자리 코드 → 8자리 sbiz 변환)
# Phase 1 Week 2 Day 2 — 서울 자동 생성 (다른 시도는 추후 확장)
시도코드,시군구코드,adong_jumin_10,adong_sbiz_8,시도,시군구,행정동
28,28710,2871042500,28710425,인천광역시,강화군,서도면볼음출장소
28,28720,2872031000,28720310,인천광역시,옹진군,북도면
28,28720,2872031500,28720315,인천광역시,옹진군,북도면장봉출장소
28,28720,2872033000,28720330,인천광역시,옹진군,백령면
28,28720,2872034000,28720340,인천광역시,옹진군,대청면
28,28720,2872034500,28720345,인천광역시,옹진군,대청면소청출장소
28,28720,2872035000,28720350,인천광역시,옹진군,덕적면
28,28720,2872036000,28720360,인천광역시,옹진군,영흥면
28,28720,2872037000,28720370,인천광역시,옹진군,자월면
28,28720,2872037500,28720375,인천광역시,옹진군,자월면이작출장소
28,28720,2872038000,28720380,인천광역시,옹진군,연평면
29,29110,2911052500,29110525,광주광역시,동구,충장동
29,29110,2911054500,29110545,광주광역시,동구,동명동
29,29110,2911056000,29110560,광주광역시,동구,계림1동
29,29110,2911057000,29110570,광주광역시,동구,계림2동
29,29110,2911059000,29110590,광주광역시,동구,산수1동
29,29110,2911060000,29110600,광주광역시,동구,산수2동
29,29110,2911062000,29110620,광주광역시,동구,지산1동
29,29110,2911063000,29110630,광주광역시,동구,지산2동
29,29110,2911065500,29110655,광주광역시,동구,서남동
29,29110,2911068500,29110685,광주광역시,동구,학동
29,29110,2911071000,29110710,광주광역시,동구,학운동
29,29110,2911073000,29110730,광주광역시,동구,지원1동
29,29110,2911074000,29110740,광주광역시,동구,지원2동
29,29140,2914057500,29140575,광주광역시,서구,양동
29,29140,2914059000,29140590,광주광역시,서구,양3동
29,29140,2914065000,29140650,광주광역시,서구,농성1동
29,29140,2914066000,29140660,광주광역시,서구,농성2동
29,29140,2914073000,29140730,광주광역시,서구,광천동
29,29140,2914074000,29140740,광주광역시,서구,유덕동
29,29140,2914074500,29140745,광주광역시,서구,치평동
29,29140,2914075100,29140751,광주광역시,서구,상무1동
29,29140,2914075200,29140752,광주광역시,서구,상무2동
29,29140,2914076000,29140760,광주광역시,서구,화정1동
29,29140,2914077000,29140770,광주광역시,서구,화정2동
29,29140,2914078000,29140780,광주광역시,서구,화정3동
29,29140,2914079000,29140790,광주광역시,서구,화정4동
29,29140,2914080000,29140800,광주광역시,서구,서창동
29,29140,2914082100,29140821,광주광역시,서구,금호1동
29,29140,2914082400,29140824,광주광역시,서구,금호2동
29,29140,2914083000,29140830,광주광역시,서구,풍암동
29,29140,2914084000,29140840,광주광역시,서구,동천동
29,29155,2915551000,29155510,광주광역시,남구,양림동
29,29155,2915552000,29155520,광주광역시,남구,방림1동
29,29155,2915553000,29155530,광주광역시,남구,방림2동
29,29155,2915553700,29155537,광주광역시,남구,봉선1동
29,29155,2915553800,29155538,광주광역시,남구,봉선2동
29,29155,2915554500,29155545,광주광역시,남구,사직동
29,29155,2915560500,29155605,광주광역시,남구,월산동
29,29155,2915563000,29155630,광주광역시,남구,월산4동
29,29155,2915564000,29155640,광주광역시,남구,월산5동
29,29155,2915567000,29155670,광주광역시,남구,백운1동
29,29155,2915568000,29155680,광주광역시,남구,백운2동
29,29155,2915569000,29155690,광주광역시,남구,주월1동
29,29155,2915570000,29155700,광주광역시,남구,주월2동
29,29155,2915570500,29155705,광주광역시,남구,진월동
29,29155,2915571000,29155710,광주광역시,남구,효덕동
29,29155,2915572000,29155720,광주광역시,남구,송암동
29,29155,2915573000,29155730,광주광역시,남구,대촌동
29,29170,2917051000,29170510,광주광역시,북구,중흥1동
29,29170,2917053500,29170535,광주광역시,북구,중흥동
29,29170,2917055500,29170555,광주광역시,북구,중앙동
29,29170,2917057000,29170570,광주광역시,북구,임동
29,29170,2917058000,29170580,광주광역시,북구,신안동
29,29170,2917059000,29170590,광주광역시,북구,용봉동
29,29170,2917060100,29170601,광주광역시,북구,운암1동
29,29170,2917060200,29170602,광주광역시,북구,운암2동
29,29170,2917060300,29170603,광주광역시,북구,운암3동
29,29170,2917061500,29170615,광주광역시,북구,동림동
29,29170,2917062000,29170620,광주광역시,북구,우산동
29,29170,2917063500,29170635,광주광역시,북구,풍향동
29,29170,2917065000,29170650,광주광역시,북구,문화동
29,29170,2917065600,29170656,광주광역시,북구,문흥1동
29,29170,2917065700,29170657,광주광역시,북구,문흥2동
29,29170,2917066100,29170661,광주광역시,북구,두암1동
29,29170,2917066200,29170662,광주광역시,북구,두암2동
29,29170,2917066300,29170663,광주광역시,북구,두암3동
29,29170,2917066600,29170666,광주광역시,북구,삼각동
29,29170,2917066900,29170669,광주광역시,북구,일곡동
29,29170,2917067300,29170673,광주광역시,북구,매곡동
29,29170,2917067600,29170676,광주광역시,북구,오치1동
29,29170,2917067700,29170677,광주광역시,북구,오치2동
29,29170,2917068500,29170685,광주광역시,북구,석곡동
29,29170,2917069500,29170695,광주광역시,북구,건국동
29,29170,2917069600,29170696,광주광역시,북구,양산동
29,29170,2917069700,29170697,광주광역시,북구,신용동
29,29200,2920051500,29200515,광주광역시,광산구,송정1동
29,29200,2920052500,29200525,광주광역시,광산구,송정2동
29,29200,2920054000,29200540,광주광역시,광산구,도산동
29,29200,2920055000,29200550,광주광역시,광산구,신흥동
29,29200,2920056500,29200565,광주광역시,광산구,어룡동
29,29200,2920058000,29200580,광주광역시,광산구,우산동
29,29200,2920060000,29200600,광주광역시,광산구,월곡1동
29,29200,2920061000,29200610,광주광역시,광산구,월곡2동
29,29200,2920062000,29200620,광주광역시,광산구,비아동
29,29200,2920062400,29200624,광주광역시,광산구,첨단1동
29,29200,2920062600,29200626,광주광역시,광산구,첨단2동
29,29200,2920063000,29200630,광주광역시,광산구,신가동
29,29200,2920063500,29200635,광주광역시,광산구,운남동
29,29200,2920063700,29200637,광주광역시,광산구,수완동
29,29200,2920064000,29200640,광주광역시,광산구,하남동
29,29200,2920065000,29200650,광주광역시,광산구,임곡동
29,29200,2920066000,29200660,광주광역시,광산구,동곡동
29,29200,2920067000,29200670,광주광역시,광산구,평동
29,29200,2920068000,29200680,광주광역시,광산구,삼도동
29,29200,2920069000,29200690,광주광역시,광산구,본량동
29,29200,2920070000,29200700,광주광역시,광산구,신창동
30,30110,3011051500,30110515,대전광역시,동구,중앙동
30,30110,3011053000,30110530,대전광역시,동구,효동
30,30110,3011054500,30110545,대전광역시,동구,신인동
30,30110,3011055100,30110551,대전광역시,동구,판암1동
30,30110,3011055200,30110552,대전광역시,동구,판암2동
30,30110,3011056000,30110560,대전광역시,동구,용운동
30,30110,3011058500,30110585,대전광역시,동구,대동
30,30110,3011059000,30110590,대전광역시,동구,자양동
30,30110,3011062000,30110620,대전광역시,동구,가양1동
30,30110,3011063000,30110630,대전광역시,동구,가양2동
30,30110,3011064000,30110640,대전광역시,동구,용전동
30,30110,3011066500,30110665,대전광역시,동구,성남동
30,30110,3011067000,30110670,대전광역시,동구,홍도동
30,30110,3011069500,30110695,대전광역시,동구,삼성동
30,30110,3011072500,30110725,대전광역시,동구,대청동
30,30110,3011074000,30110740,대전광역시,동구,산내동
30,30140,3014053500,30140535,대전광역시,중구,은행선화동
30,30140,3014055000,30140550,대전광역시,중구,목동
30,30140,3014056000,30140560,대전광역시,중구,중촌동
30,30140,3014057500,30140575,대전광역시,중구,대흥동
30,30140,3014060500,30140605,대전광역시,중구,문창동
30,30140,3014062000,30140620,대전광역시,중구,석교동
30,30140,3014063000,30140630,대전광역시,중구,대사동
30,30140,3014064000,30140640,대전광역시,중구,부사동
30,30140,3014065500,30140655,대전광역시,중구,용두동
30,30140,3014067000,30140670,대전광역시,중구,오류동
30,30140,3014068000,30140680,대전광역시,중구,태평1동
30,30140,3014069000,30140690,대전광역시,중구,태평2동
30,30140,3014070000,30140700,대전광역시,중구,유천1동
30,30140,3014071000,30140710,대전광역시,중구,유천2동
30,30140,3014072000,30140720,대전광역시,중구,문화1동
30,30140,3014073000,30140730,대전광역시,중구,문화2동
30,30140,3014074000,30140740,대전광역시,중구,산성동
30,30170,3017051000,30170510,대전광역시,서구,복수동
30,30170,3017052000,30170520,대전광역시,서구,도마1동
30,30170,3017053000,30170530,대전광역시,서구,도마2동
30,30170,3017053500,30170535,대전광역시,서구,정림동
30,30170,3017054000,30170540,대전광역시,서구,변동
30,30170,3017055000,30170550,대전광역시,서구,용문동
30,30170,3017055500,30170555,대전광역시,서구,탄방동
30,30170,3017056000,30170560,대전광역시,서구,괴정동
30,30170,3017057000,30170570,대전광역시,서구,가장동
30,30170,3017057500,30170575,대전광역시,서구,내동
30,30170,3017058100,30170581,대전광역시,서구,갈마1동
30,30170,3017058200,30170582,대전광역시,서구,갈마2동
30,30170,3017058600,30170586,대전광역시,서구,월평1동
30,30170,3017058700,30170587,대전광역시,서구,월평2동
30,30170,3017058800,30170588,대전광역시,서구,월평3동
30,30170,3017059000,30170590,대전광역시,서구,가수원동
30,30170,3017059300,30170593,대전광역시,서구,도안동
30,30170,3017059600,30170596,대전광역시,서구,관저1동
30,30170,3017059700,30170597,대전광역시,서구,관저2동
30,30170,3017060000,30170600,대전광역시,서구,기성동
30,30170,3017063000,30170630,대전광역시,서구,둔산1동
30,30170,3017064000,30170640,대전광역시,서구,둔산2동
30,30170,3017065000,30170650,대전광역시,서구,만년동
30,30170,3017066000,30170660,대전광역시,서구,둔산3동
30,30200,3020052000,30200520,대전광역시,유성구,진잠동
30,30200,3020052600,30200526,대전광역시,유성구,학하동
30,30200,3020052700,30200527,대전광역시,유성구,상대동
30,30200,3020053000,30200530,대전광역시,유성구,온천1동
30,30200,3020054000,30200540,대전광역시,유성구,온천2동
30,30200,3020054600,30200546,대전광역시,유성구,노은1동
30,30200,3020054700,30200547,대전광역시,유성구,노은2동
30,30200,3020054800,30200548,대전광역시,유성구,노은3동
30,30200,3020055000,30200550,대전광역시,유성구,신성동
30,30200,3020057000,30200570,대전광역시,유성구,전민동
30,30200,3020058000,30200580,대전광역시,유성구,구즉동
30,30200,3020060000,30200600,대전광역시,유성구,관평동
30,30200,3020061000,30200610,대전광역시,유성구,원신흥동
30,30230,3023051000,30230510,대전광역시,대덕구,오정동
30,30230,3023052000,30230520,대전광역시,대덕구,대화동
30,30230,3023052500,30230525,대전광역시,대덕구,회덕동
30,30230,3023053300,30230533,대전광역시,대덕구,비래동
30,30230,3023054300,30230543,대전광역시,대덕구,송촌동
30,30230,3023054600,30230546,대전광역시,대덕구,중리동
30,30230,3023055000,30230550,대전광역시,대덕구,신탄진동
30,30230,3023056000,30230560,대전광역시,대덕구,석봉동
30,30230,3023057000,30230570,대전광역시,대덕구,덕암동
30,30230,3023058000,30230580,대전광역시,대덕구,목상동
30,30230,3023060000,30230600,대전광역시,대덕구,법1동
30,30230,3023061000,30230610,대전광역시,대덕구,법2동
31,31110,3111051000,31110510,울산광역시,중구,학성동
31,31110,3111052000,31110520,울산광역시,중구,반구1동
31,31110,3111053000,31110530,울산광역시,중구,반구2동
31,31110,3111055500,31110555,울산광역시,중구,복산동
31,31110,3111058500,31110585,울산광역시,중구,중앙동
31,31110,3111059000,31110590,울산광역시,중구,우정동
31,31110,3111060000,31110600,울산광역시,중구,태화동
31,31110,3111061000,31110610,울산광역시,중구,다운동
31,31110,3111062000,31110620,울산광역시,중구,병영1동
31,31110,3111063000,31110630,울산광역시,중구,병영2동
31,31110,3111064000,31110640,울산광역시,중구,약사동
31,31110,3111065000,31110650,울산광역시,중구,성안동
31,31140,3114051000,31140510,울산광역시,남구,신정1동
31,31140,3114052000,31140520,울산광역시,남구,신정2동
31,31140,3114053000,31140530,울산광역시,남구,신정3동
31,31140,3114054000,31140540,울산광역시,남구,신정4동
31,31140,3114055000,31140550,울산광역시,남구,신정5동
31,31140,3114056000,31140560,울산광역시,남구,달동
31,31140,3114057000,31140570,울산광역시,남구,삼산동
31,31140,3114058500,31140585,울산광역시,남구,삼호동
31,31140,3114059500,31140595,울산광역시,남구,무거동
31,31140,3114060000,31140600,울산광역시,남구,옥동
31,31140,3114062500,31140625,울산광역시,남구,대현동
31,31140,3114063500,31140635,울산광역시,남구,수암동
31,31140,3114064000,31140640,울산광역시,남구,선암동
31,31140,3114067000,31140670,울산광역시,남구,야음장생포동
31,31170,3117051000,31170510,울산광역시,동구,방어동
31,31170,3117052000,31170520,울산광역시,동구,일산동
31,31170,3117053000,31170530,울산광역시,동구,화정동
31,31170,3117054000,31170540,울산광역시,동구,대송동
31,31170,3117055000,31170550,울산광역시,동구,전하1동
31,31170,3117056000,31170560,울산광역시,동구,전하2동
31,31170,3117058000,31170580,울산광역시,동구,남목1동
31,31170,3117059000,31170590,울산광역시,동구,남목2동
31,31170,3117060000,31170600,울산광역시,동구,남목3동
31,31200,3120051000,31200510,울산광역시,북구,농소1동
31,31200,3120052000,31200520,울산광역시,북구,농소2동
31,31200,3120053000,31200530,울산광역시,북구,농소3동
31,31200,3120054000,31200540,울산광역시,북구,강동동
31,31200,3120056000,31200560,울산광역시,북구,효문동
31,31200,3120057000,31200570,울산광역시,북구,송정동
31,31200,3120058000,31200580,울산광역시,북구,양정동
31,31200,3120059000,31200590,울산광역시,북구,염포동
31,31710,3171025000,31710250,울산광역시,울주군,온산읍
31,31710,3171025300,31710253,울산광역시,울주군,언양읍
31,31710,3171025600,31710256,울산광역시,울주군,온양읍
31,31710,3171025900,31710259,울산광역시,울주군,범서읍
31,31710,3171026200,31710262,울산광역시,울주군,청량읍
31,31710,3171026500,31710265,울산광역시,울주군,삼남읍
31,31710,3171031000,31710310,울산광역시,울주군,서생면
31,31710,3171034000,31710340,울산광역시,울주군,웅촌면
31,31710,3171036000,31710360,울산광역시,울주군,두동면
31,31710,3171037000,31710370,울산광역시,울주군,두서면
31,31710,3171038000,31710380,울산광역시,울주군,상북면
31,31710,3171040000,31710400,울산광역시,울주군,삼동면
36,36110,3611025000,36110250,세종특별자치시,세종시,조치원읍
36,36110,3611031000,36110310,세종특별자치시,세종시,연기면
36,36110,3611032000,36110320,세종특별자치시,세종시,연동면
36,36110,3611033000,36110330,세종특별자치시,세종시,부강면
36,36110,3611034000,36110340,세종특별자치시,세종시,금남면
36,36110,3611035000,36110350,세종특별자치시,세종시,장군면
36,36110,3611036000,36110360,세종특별자치시,세종시,연서면
36,36110,3611037000,36110370,세종특별자치시,세종시,전의면
36,36110,3611038000,36110380,세종특별자치시,세종시,전동면
36,36110,3611039000,36110390,세종특별자치시,세종시,소정면
36,36110,3611051000,36110510,세종특별자치시,세종시,한솔동
36,36110,3611051500,36110515,세종특별자치시,세종시,새롬동
36,36110,3611051800,36110518,세종특별자치시,세종시,나성동
36,36110,3611052000,36110520,세종특별자치시,세종시,도담동
36,36110,3611052300,36110523,세종특별자치시,세종시,어진동
36,36110,3611052500,36110525,세종특별자치시,세종시,해밀동
36,36110,3611053000,36110530,세종특별자치시,세종시,아름동
36,36110,3611054000,36110540,세종특별자치시,세종시,종촌동
36,36110,3611055000,36110550,세종특별자치시,세종시,고운동
36,36110,3611055500,36110555,세종특별자치시,세종시,소담동
36,36110,3611055600,36110556,세종특별자치시,세종시,반곡동
36,36110,3611056000,36110560,세종특별자치시,세종시,보람동
36,36110,3611057000,36110570,세종특별자치시,세종시,대평동
36,36110,3611058000,36110580,세종특별자치시,세종시,다정동
